,instr,course,term,evals,rcmnd_class,rcmnd_instr,time,class_weighted_evals,instr_weighted_evals,letter_expected,gpa_expected,letter_actual,gpa_actual
1887,"Root, Nicholas Bernard",PSYC 142,SP17,86,0.9179999999999999,0.953,5.09,79,82,B ,3.25,B- ,2.87
1888,"Harris, Christine Renee",PSYC 158,SP17,13,1.0,1.0,6.5,13,13,B+ ,3.55,A- ,3.71
1889,"Wixted, John T",PSYC 162,SP17,84,0.922,0.8959999999999999,4.39,77,75,B ,3.18,B- ,2.76
1890,"Gasperi, Marianna",PSYC 168,SP17,74,0.9440000000000001,0.8590000000000001,4.56,70,64,B+ ,3.41,B+ ,3.38
1891,"Gorman, Michael R.",PSYC 172,SP17,198,0.887,0.82,5.26,176,162,B ,3.17,B ,3.1
1892,"Mc Kenzie, Craig R.M.",PSYC 176,SP17,51,0.882,0.882,4.54,45,45,B+ ,3.34,B ,3.18
1893,"Rickard, Timothy C.",PSYC 191,SP17,64,0.9059999999999999,0.8909999999999999,3.9,58,57,B ,3.2,B- ,2.91
1894,"Frederick, David A",PSYC 193,SP17,26,1.0,1.0,3.86,26,26,B+ ,3.54,B+ ,3.38
1895,"Moranton, Nirelia Melbina-",PSYC 2,SP17,65,0.938,0.953,4.84,61,62,B+ ,3.47,B+ ,3.42
1896,"Winward, Jennifer Laven",PSYC 4,SP17,231,0.917,0.93,4.76,212,215,B+ ,3.35,B- ,2.92
1897,"Willis, Jarryd Thomas",PSYC 6,SP17,132,1.0,1.0,3.92,132,132,A- ,3.73,B+ ,3.48
1898,"Steiner, Eric Tomas",PSYC 60,SP17,88,0.885,0.8390000000000001,4.14,78,74,B ,3.29,B- ,2.72
1899,"Lowe, Angela Beth",PSYC 60,SP17,203,0.866,0.96,5.07,176,195,B ,3.22,B ,3.16
1900,"Geller, Emma Harlan",PSYC 70,SP17,67,0.9690000000000001,0.9690000000000001,4.72,65,65,B+ ,3.37,B ,3.22
1901,"Kalleres, Dayna",RELI 101,SP17,17,0.5329999999999999,0.5329999999999999,4.77,9,9,B+ ,3.54,A- ,3.75
1902,"Jassal, Aftab",RELI 188,SP17,29,0.9259999999999999,0.963,3.91,27,28,B+ ,3.59,A- ,3.86
1903,"Qiao, Yu",SE 104,SP17,24,0.619,0.381,6.79,15,9,B ,3.1,B- ,2.96
1904,"Qiao, Yu",SE 104L,SP17,5,1.0,0.8,4.1,5,4,B+ ,3.4,B+ ,3.31
1905,"Qiao, Yu",SE 104L,SP17,6,0.8,0.8,6.9,5,5,B+ ,3.5,B+ ,3.31
1906,"Qiao, Yu",SE 104L,SP17,4,0.75,0.75,7.5,3,3,A- ,3.75,B+ ,3.31
1907,"Zhu, Qiang",SE 110B,SP17,37,0.765,0.8240000000000001,5.98,28,30,B ,3.17,B ,3.06
1908,"Mosqueda, Gilberto",SE 130B,SP17,72,0.971,0.9420000000000001,7.66,70,68,B ,3.12,B- ,2.85
1909,"Krysl, Petr",SE 131,SP17,83,0.815,0.716,9.05,68,59,B ,3.11,B+ ,3.56
1910,"Merritt, Steven Andrew",SE 140B,SP17,52,0.647,0.41200000000000003,12.22,34,21,B ,3.04,B+ ,3.47
1911,"Kim, Hyonny",SE 143B,SP17,17,0.9329999999999999,1.0,18.23,16,17,B+ ,3.67,B+ ,3.65
1912,"Kosmatka, John B",SE 143B,SP17,17,0.9329999999999999,0.9329999999999999,18.23,16,16,B+ ,3.67,B+ ,3.65
1913,"Uang, Chia-Ming",SE 150,SP17,35,1.0,1.0,9.56,35,35,B ,3.06,B- ,2.97
1914,"Megally, Sami Hanna",SE 151B,SP17,62,0.9840000000000001,1.0,8.5,61,62,B+ ,3.45,B ,3.07
1915,"Kim, Hyunsun Alicia",SE 160B,SP17,39,0.872,0.667,6.71,34,26,B ,3.23,C+ ,2.64
1916,"Lanza Di Scalea, Francesco",SE 163,SP17,54,1.0,1.0,6.02,54,54,B ,3.11,B+ ,3.36
1917,"Van Den Einde, Yael Dahlia",SE 3,SP17,73,0.708,0.6940000000000001,10.02,52,51,B ,3.27,B- ,2.99
1918,"Kuester, Falko",SE 9,SP17,23,0.682,0.682,7.68,16,16,B+ ,3.36,B+ ,3.36
1919,"Borsa, Adrian Antal",SIO 10,SP17,59,0.9309999999999999,0.983,4.22,55,58,B+ ,3.53,B ,3.26
1920,"Norris, Richard D.",SIO 104,SP17,17,0.882,1.0,4.77,15,17,B+ ,3.35,B ,3.15
1921,"Driscoll, Neal W.",SIO 105,SP17,14,1.0,1.0,3.5,14,14,A- ,3.93,B+ ,3.68
1922,"Tauxe, Lisa",SIO 113,SP17,13,0.9,0.9,5.1,12,12,B+ ,3.6,B+ ,3.6
1923,"Burton, Ronald S.",SIO 127,SP17,16,1.0,0.9329999999999999,6.07,16,15,B ,3.21,B ,3.05
1924,"Bartlett, Douglas H",SIO 128,SP17,36,0.941,0.971,4.56,34,35,B- ,2.88,B- ,2.91
1925,"Ballance, Lisa Taylor",SIO 133,SP17,49,0.935,0.87,4.2,46,43,B+ ,3.52,B+ ,3.46
1926,"Hildebrand, John A",SIO 133,SP17,51,0.938,0.8959999999999999,4.17,48,46,B+ ,3.54,B+ ,3.46
1927,"Cook, Orna",SIO 136,SP17,25,1.0,1.0,5.22,25,25,B+ ,3.56,B+ ,3.36
1928,"Semmens, Brice Xavier",SIO 136,SP17,25,1.0,1.0,5.22,25,25,B+ ,3.56,B+ ,3.36
1929,"Sirovic, Ana",SIO 136,SP17,25,1.0,0.92,5.14,25,23,B+ ,3.56,B+ ,3.36
1930,"Wegner, Nicholas Craig",SIO 136,SP17,25,1.0,1.0,5.14,25,25,B+ ,3.56,B+ ,3.36
1931,"Cook, Orna",SIO 136,SP17,27,0.9259999999999999,0.963,5.98,25,26,B+ ,3.38,B+ ,3.36
1932,"Semmens, Brice Xavier",SIO 136,SP17,27,0.9259999999999999,0.963,5.98,25,26,B+ ,3.38,B+ ,3.36
1933,"Sirovic, Ana",SIO 136,SP17,27,0.9259999999999999,1.0,5.98,25,27,B+ ,3.38,B+ ,3.36
1934,"Wegner, Nicholas Craig",SIO 136,SP17,27,0.9259999999999999,0.9259999999999999,5.98,25,25,B+ ,3.38,B+ ,3.36
1935,"Charles, Christopher D.",SIO 138,SP17,27,0.88,0.75,4.58,24,20,B+ ,3.33,B+ ,3.4
1936,"Leichter, James J.",SIO 138,SP17,27,0.88,0.792,4.58,24,21,B+ ,3.33,B+ ,3.4
1937,"Smith, Jennifer",SIO 138,SP17,27,0.88,1.0,4.58,24,27,B+ ,3.33,B+ ,3.4
1938,"Gee, Jeffrey S",SIO 16,SP17,20,0.9,0.9,3.45,18,18,B+ ,3.31,C+ ,2.63
1939,"Tresguerres, Martin",SIO 181,SP17,50,1.0,1.0,4.64,50,50,B ,3.29,B ,3.23
1940,"Semmens, Brice Xavier",SIO 187,SP17,23,0.9129999999999999,1.0,4.31,21,23,B ,3.09,B- ,2.95
1941,"Gaasterland, Theresa",SIO 190,SP17,12,0.917,1.0,5.95,11,12,A- ,3.73,A- ,3.91
1942,"Cook, Geoffrey W",SIO 50,SP17,22,0.9520000000000001,1.0,4.0,21,22,A- ,3.8,B+ ,3.62
1943,"Biernacki, Richard",SOCI 100,SP17,14,0.9229999999999999,1.0,6.0,13,14,B ,3.23,B ,3.05
1944,"DePalma, Lindsay Jean",SOCI 104,SP17,16,0.867,1.0,7.21,14,16,B ,3.27,B- ,2.71
1945,"West, Brooke Shannan",SOCI 107,SP17,10,0.8,0.9,3.7,8,9,B+ ,3.4,B ,3.27
1946,"Pinzur, David L",SOCI 112,SP17,25,0.92,0.96,5.25,23,24,B+ ,3.39,B ,3.21
1947,"Jones, Makeba",SOCI 117,SP17,29,0.9640000000000001,1.0,4.35,28,29,B+ ,3.64,A- ,3.88
1948,"Kenworthy, Lane A.",SOCI 124,SP17,9,0.75,0.75,5.25,7,7,B+ ,3.5,B ,3.21
1949,"Chapman, Thandeka K",SOCI 126,SP17,13,0.6920000000000001,0.6920000000000001,3.73,9,9,B+ ,3.55,B+ ,3.57
1950,"Navon, Daniel",SOCI 138,SP17,38,1.0,1.0,3.93,38,38,B+ ,3.68,B+ ,3.33
1951,"Dauber Griffin, Andrea Ste",SOCI 144,SP17,23,1.0,1.0,3.98,23,23,A- ,3.9,B+ ,3.43
1952,"Summers, Valerie R.",SOCI 146,SP17,27,1.0,1.0,4.83,27,27,B+ ,3.64,B+ ,3.4
1953,"Nations, Jennifer M",SOCI 152,SP17,62,0.823,0.871,5.06,51,54,B+ ,3.35,B+ ,3.37
1954,"Rona-Tas, Akos",SOCI 172,SP17,10,0.889,1.0,2.72,9,10,B+ ,3.38,B+ ,3.54
1955,"Navon, Daniel",SOCI 173,SP17,22,1.0,1.0,4.6,22,22,B+ ,3.58,B+ ,3.45
1956,"Biernacki, Richard",SOCI 178,SP17,29,1.0,0.897,4.29,29,26,B+ ,3.6,B ,3.22
1957,"Zamosc, Leon",SOCI 185,SP17,16,0.9229999999999999,0.769,5.5,15,12,B ,3.18,B ,3.04
1958,"McVey, Cristin M",SOCI 187,SP17,7,1.0,0.857,4.83,7,6,B+ ,3.57,B+ ,3.35
1959,"Shafir, Gershon",SOCI 188I,SP17,9,0.5,0.625,4.21,4,6,B+ ,3.63,B+ ,3.42
1960,"Zamosc, Leon",SOCI 188M,SP17,15,0.867,0.867,2.93,13,13,B ,3.0,B- ,2.98
1961,"Schneider, Heidi L.",SOCI 20,SP17,22,0.789,0.8420000000000001,5.06,17,19,B+ ,3.53,B ,3.24
1962,"Pardo Guerra, Juan Pablo",SOCI 30,SP17,15,0.929,0.929,2.5,14,14,A- ,3.71,A- ,3.71
1963,"Olsen, Lauren Dana",SOCI 40,SP17,125,0.975,0.9670000000000001,3.84,122,121,A- ,3.71,A- ,3.85
1964,"Everhart, Donald Alfred",SOCI 60,SP17,13,0.615,0.6920000000000001,3.27,8,9,B+ ,3.36,B+ ,3.55
1965,"Salovey, Todd",TDAC 1,SP17,6,1.0,1.0,3.3,6,6,A ,4.0,A- ,3.99
1966,"Salovey, Todd",TDAC 1,SP17,11,1.0,1.0,2.17,11,11,A ,4.0,A- ,3.99
1967,"Salovey, Todd",TDAC 1,SP17,8,1.0,1.0,4.5,8,8,A- ,3.8,A- ,3.99
1968,"Salovey, Todd",TDAC 1,SP17,8,1.0,1.0,4.21,8,8,A ,4.0,A- ,3.99
1969,"Salovey, Todd",TDAC 1,SP17,14,1.0,1.0,3.33,14,14,A ,4.0,A- ,3.99
1970,"Walsh, Kim C.",TDAC 101,SP17,19,1.0,1.0,3.55,19,19,A- ,3.78,A- ,3.92
1971,"Walsh, Kim C.",TDAC 101,SP17,14,1.0,0.929,3.07,14,13,A- ,3.86,A- ,3.92
1972,"Salovey, Todd",TDAC 102,SP17,7,1.0,1.0,4.79,7,7,A ,4.0,A- ,3.96
1973,"Means, Charles E.",TDDR 101,SP17,20,0.889,0.889,4.38,18,18,B+ ,3.59,B+ ,3.43
1974,"Oates, Charles Bruce",TDGE 1,SP17,39,0.846,0.846,2.92,33,33,B+ ,3.67,B+ ,3.4
1975,"Fulton, Julia",TDGE 124,SP17,166,0.976,0.9940000000000001,2.16,162,165,A- ,3.91,A- ,3.87
1976,"Meyer, Ursula",TDGE 125,SP17,12,1.0,0.818,2.68,12,10,A- ,3.7,B+ ,3.43
1977,"Harting, Carla Kelso",TDGE 25,SP17,12,1.0,1.0,2.28,12,12,A- ,3.88,A- ,3.8
1978,"Harting, Carla Kelso",TDGE 25,SP17,11,1.0,1.0,4.5,11,11,A- ,3.75,A- ,3.8
1979,"Harting, Carla Kelso",TDGE 25,SP17,10,0.875,1.0,4.5,9,10,A- ,3.83,A- ,3.8
1980,"Harting, Carla Kelso",TDGE 25,SP17,13,1.0,1.0,4.68,13,13,A ,4.0,A- ,3.8
1981,"Rubinstein, Kim",TDGE 3,SP17,12,1.0,1.0,2.5,12,12,A ,4.0,A- ,3.97
1982,"Amon, Patrice",TDHT 101,SP17,14,1.0,1.0,2.81,14,14,B+ ,3.64,A- ,3.9
1983,"Turner, Laura Katherine",TDHT 101,SP17,7,1.0,1.0,5.36,7,7,A- ,3.71,B+ ,3.42
1984,"Turner, Laura Katherine",TDHT 23,SP17,22,0.9,0.9,4.5,20,20,A- ,3.79,B ,3.18
1985,"Glabe, Heather G.",TDMV 1,SP17,7,1.0,0.857,2.17,7,6,A- ,3.8,A- ,3.92
1986,"Valerdi, Natalia",TDMV 1,SP17,9,1.0,1.0,2.5,9,9,A ,4.0,A- ,3.87
1987,"Arcidiacono, Kristin",TDMV 11,SP17,17,1.0,1.0,0.85,17,17,A- ,3.94,A- ,3.77
1988,"Weinberg, Sadie",TDMV 110,SP17,12,1.0,1.0,1.3,12,12,A- ,3.9,A- ,3.9
1989,"Smith, Alison D",TDMV 120,SP17,18,1.0,1.0,1.39,18,18,A- ,3.94,A- ,3.97
1990,"Rincon, Patricia A.",TDMV 120,SP17,9,1.0,1.0,2.28,9,9,A- ,3.89,A- ,3.78
1991,"Rincon, Alicia",TDMV 130,SP17,11,0.9,0.8,0.9,10,9,A- ,3.78,A- ,3.89
1992,"Jun, Grace Shin Hae",TDMV 138,SP17,13,1.0,1.0,1.42,13,13,A ,4.0,A- ,3.78
1993,"Devaguptapu, Divya",TDMV 140,SP17,8,1.0,1.0,2.75,8,8,A- ,3.88,A- ,3.98
1994,"Caligagan, Maria T.",TDMV 142,SP17,13,1.0,1.0,2.68,13,13,A ,4.0,A- ,3.94
1995,"Caligagan, Maria T.",TDMV 142,SP17,14,1.0,0.929,4.81,14,13,A- ,3.92,A- ,3.94
1996,"Caligagan, Tony",TDMV 142,SP17,16,1.0,0.9329999999999999,3.17,16,15,A- ,3.92,A- ,3.93
1997,"Foster-King, Sandra",TDMV 143,SP17,16,0.9329999999999999,0.9329999999999999,4.9,15,15,A- ,3.93,A ,4.0
1998,"Caligagan, Tony",TDMV 146,SP17,9,1.0,0.778,3.25,9,7,A- ,3.83,A- ,3.91
1999,"Jun, Grace Shin Hae",TDMV 148,SP17,8,1.0,1.0,2.25,8,8,A ,4.0,A- ,3.79
2000,"Rincon, Patricia A.",TDMV 2,SP17,10,1.0,1.0,1.61,10,10,A- ,3.86,A- ,3.92
2001,"Sammartano, Tonnie",TDMV 2,SP17,10,1.0,1.0,1.3,10,10,A ,4.0,A- ,3.82
2002,"Clancy, Liam",TDMV 2,SP17,21,0.9440000000000001,0.833,1.21,20,17,A ,4.0,A ,4.0
2003,"Rincon, Alicia",TDMV 3,SP17,11,1.0,1.0,2.3,11,11,A ,4.0,A- ,3.99
2004,"Guirguis, Mark C",TDPR 6,SP17,18,0.75,0.938,4.63,14,17,A- ,3.88,B+ ,3.7
2005,"Havis, Allan",TDPW 104,SP17,7,1.0,1.0,3.36,7,7,A- ,3.86,A- ,3.73
2006,"Wilson, Terry A.",TDTR 10,SP17,17,1.0,0.9329999999999999,1.97,17,16,A- ,3.87,A- ,3.87
2007,"Wilson, Terry A.",TDTR 10,SP17,15,1.0,1.0,2.1,15,15,A- ,3.86,A- ,3.87
2008,"Rahimi, Babak",TWS 25,SP17,22,0.833,0.9440000000000001,4.85,18,21,A- ,3.73,B+ ,3.61
2009,"Bussell, Mirle Rabinowitz",USP 100,SP17,24,0.875,1.0,4.0,21,24,A- ,3.8,B+ ,3.37
2010,"Nations, Jennifer M",USP 133,SP17,23,0.9129999999999999,0.826,5.37,21,19,B+ ,3.35,B+ ,3.46
2011,"Lewis, Leslie R",USP 141B,SP17,7,1.0,1.0,6.5,7,7,A ,4.0,A ,4.0
2012,"Lewis, Leslie R",USP 147,SP17,72,0.971,0.971,5.19,70,70,B+ ,3.59,B+ ,3.41
2013,"Hinds, Juli Beth",USP 171,SP17,6,0.667,0.833,4.17,4,5,B ,3.2,B ,3.23
2014,"Leiter, Robert A.",USP 171,SP17,6,0.667,0.833,4.17,4,5,B ,3.2,B ,3.23
2015,"Martin, Isaac",USP 3,SP17,54,0.86,0.98,4.66,46,53,B+ ,3.36,B+ ,3.31
2016,"Cruz, Edwin Teddy",VIS 102,SP17,40,0.825,0.9,4.13,33,36,A- ,3.74,A- ,3.73
2017,"Adler, Amy",VIS 105A,SP17,26,1.0,1.0,8.42,26,26,B+ ,3.68,A- ,3.8
2018,"Bedford, Elizabeth W",VIS 105B,SP17,14,1.0,1.0,6.21,14,14,A- ,3.93,A- ,3.92
2019,"Bedford, Elizabeth W",VIS 106A,SP17,13,1.0,1.0,4.81,13,13,A- ,3.83,A- ,3.95
2020,"Eginton, Kelly C.",VIS 107A,SP17,14,1.0,1.0,5.73,14,14,A ,4.0,A- ,3.87
2021,"Rose, Jordan M",VIS 125A,SP17,20,0.8420000000000001,0.895,4.82,17,18,B+ ,3.53,B+ ,3.42
2022,"Wardwell, Mariana Razo",VIS 126Q,SP17,27,0.9620000000000001,0.9620000000000001,4.42,26,26,A- ,3.91,A- ,3.96
2023,"Bryson, William N",VIS 127N,SP17,65,0.934,0.951,4.04,61,62,B+ ,3.46,B+ ,3.44
2024,"Cruz, Edwin Teddy",VIS 128C,SP17,27,0.9229999999999999,0.9229999999999999,4.26,25,25,A- ,3.8,A- ,3.88
2025,"Bratton, Benjamin H.",VIS 135,SP17,25,0.792,0.917,5.17,20,23,A- ,3.78,A ,4.0
2026,"Stalbaum, Brett",VIS 141A,SP17,8,1.0,1.0,7.07,8,8,B+ ,3.63,A- ,3.8
2027,"Mangolte, Babette",VIS 152D,SP17,82,0.81,0.57,3.35,66,47,B+ ,3.53,B+ ,3.3
2028,"O'Callaghan, Deirdre M",VIS 164,SP17,10,1.0,1.0,7.39,10,10,B+ ,3.56,B+ ,3.53
2029,"Osterloh, Gina B",VIS 167,SP17,10,0.9,0.8,7.7,9,8,A- ,3.7,A- ,3.73
2030,"O'Callaghan, Deirdre M",VIS 168,SP17,7,0.857,0.7140000000000001,7.36,6,5,B+ ,3.67,A- ,3.8
2031,"Miller, Charles G",VIS 175,SP17,12,0.75,0.33299999999999996,6.94,9,4,B+ ,3.36,B+ ,3.56
2032,"Cho, Erica",VIS 177,SP17,12,0.833,0.833,5.67,10,10,B ,3.25,B ,3.24
2033,"Jacobs, Bryan C",VIS 178,SP17,10,1.0,1.0,6.0,10,10,A- ,3.89,A- ,3.9
2034,"Mangolte, Babette",VIS 180A,SP17,11,0.818,0.545,8.5,9,6,B+ ,3.36,B+ ,3.62
2035,"Cho, Erica",VIS 182,SP17,6,0.833,0.833,3.83,5,5,B+ ,3.33,B ,3.04
2036,"Dinco, Dino",VIS 183A,SP17,7,1.0,1.0,7.17,7,7,A- ,3.83,B+ ,3.5
2037,"Crandall, Jordan",VIS 183B,SP17,16,0.6,0.667,5.97,10,11,B+ ,3.47,B+ ,3.51
2038,"Sowell, Teri Lynne",VIS 21A,SP17,39,0.846,0.9490000000000001,4.19,33,37,B+ ,3.35,B ,3.13
2039,"Kester, Grant",VIS 22,SP17,67,0.8959999999999999,0.97,4.01,60,65,B+ ,3.49,B ,3.27
2040,"Gregoire, Mathieu",VIS 3,SP17,67,0.922,0.8440000000000001,4.5,62,57,A- ,3.73,B+ ,3.53
2041,"Bratton, Benjamin H.",VIS 41,SP17,62,0.867,0.85,6.98,54,53,B+ ,3.63,B+ ,3.65
2042,"Osterloh, Gina B",VIS 60,SP17,54,0.9570000000000001,0.915,4.46,52,49,A- ,3.74,A- ,3.84
2043,"Cross, Brian R",VIS 70N,SP17,59,0.7879999999999999,0.5579999999999999,4.74,46,33,B+ ,3.46,B+ ,3.48
2044,"Veal, Adam",WCWP 100,SP17,6,0.6,1.0,8.9,4,6,A- ,3.8,B+ ,3.66
2045,"Roxworthy, Emily",WCWP 10A,SP17,45,0.706,0.882,7.0,32,40,B ,3.0,B ,3.03
2046,"Roxworthy, Emily",WCWP 10B,SP17,218,0.618,0.742,6.98,135,162,B ,3.19,B ,3.18
2047,"Childs, Dennis R.",AAS 10,WI17,19,0.9440000000000001,0.9440000000000001,5.32,18,18,B+ ,3.41,B+ ,3.63
2048,"Braswell, Geoffrey E.",ANAR 153,WI17,30,1.0,0.9670000000000001,4.9,30,29,B ,3.21,B ,3.27
2049,"Rivera-Collazo, Isabel C",ANAR 164,WI17,8,1.0,1.0,9.25,8,8,B ,3.17,B- ,2.78
2050,"Beasley, Melanie Marie",ANBI 111,WI17,32,0.938,1.0,5.63,30,32,B ,3.2,B ,3.07
2051,"Lafleur, Marni M",ANBI 133,WI17,21,0.95,0.95,3.4,20,20,A- ,3.7,B+ ,3.51
2052,"Parish, Steven Martin",ANSC 101,WI17,23,0.81,0.857,2.31,19,20,A- ,3.74,A- ,3.99
2053,"Olivas Hernandez, Olga Lid",ANSC 106,WI17,11,1.0,1.0,4.68,11,11,B+ ,3.55,A- ,3.85
2054,"Woolard, Kathryn A",ANSC 122,WI17,16,0.733,0.867,3.7,12,14,B ,3.18,B ,3.11
2055,"Brenner, Suzanne A",ANSC 125,WI17,34,0.9670000000000001,0.9329999999999999,4.7,33,32,A- ,3.8,A- ,3.75
2056,"Postero, Nancy Grey",ANSC 135,WI17,19,0.941,0.882,4.03,18,17,B+ ,3.63,B+ ,3.44
2057,"Jordan, David K.",ANSC 136,WI17,18,0.611,0.722,4.15,11,13,B ,3.29,B ,3.19
2058,"Varma, Saiba",ANSC 148,WI17,176,0.867,0.861,5.87,153,152,B ,3.26,B- ,2.96
2059,"Duzel, Esin",ANTH 1,WI17,25,0.958,0.958,4.67,24,24,A- ,3.91,B+ ,3.42
2060,"Beasley, Melanie Marie",ANTH 102,WI17,73,0.904,0.986,4.78,66,72,B+ ,3.41,B+ ,3.6
2061,"Kang, Byung Chu",ANTH 21,WI17,76,0.871,0.8290000000000001,2.53,66,63,A- ,3.77,A- ,3.73
2062,"Duzel, Esin",ANTH 23,WI17,45,0.805,0.732,3.91,36,33,B+ ,3.69,B+ ,3.38
2063,"Klimova, Julia Germanovna",ANTH 23,WI17,96,0.8370000000000001,0.628,3.08,80,60,A- ,3.77,B+ ,3.56
2064,"Mc Culloch, Andrew Douglas",BENG 112A,WI17,12,0.833,0.667,5.67,10,8,B+ ,3.42,B+ ,3.6
2065,"Subramaniam, Shankar",BENG 120,WI17,20,0.882,0.882,6.26,18,18,B ,3.29,B+ ,3.62
2066,"Wang, Yingxiao",BENG 120,WI17,19,0.875,0.867,6.5,17,16,B+ ,3.31,B+ ,3.62
2067,"Palsson, Bernhard O.",BENG 123,WI17,15,0.733,0.5329999999999999,9.57,11,8,B+ ,3.5,B ,3.14
2068,"Subramaniam, Shankar",BENG 130,WI17,56,0.8270000000000001,0.865,6.54,46,48,B+ ,3.42,B+ ,3.34
2069,"Cabrales, Pedro",BENG 140A,WI17,50,0.857,0.857,6.99,43,43,B+ ,3.59,B+ ,3.69
2070,"Wheeler, Bruce Christopher",BENG 152,WI17,7,1.0,1.0,5.93,7,7,B+ ,3.67,B+ ,3.57
2071,"Metallo, Christian Michael",BENG 161B,WI17,26,0.958,0.917,6.95,25,24,B+ ,3.45,B+ ,3.38
2072,"Wang, Yingxiao",BENG 168,WI17,16,1.0,0.9329999999999999,7.03,16,15,A- ,3.8,B+ ,3.59
2073,"Pevzner, Pavel Arkadjevich",BENG 181,WI17,39,0.821,0.821,16.82,32,32,B ,3.03,B ,3.28
2074,"Cauwenberghs, Gert",BENG 186B,WI17,22,0.81,0.762,8.31,18,17,B ,3.15,B+ ,3.32
2075,"Feng, Gen-Sheng",BIBC 102,WI17,78,0.8029999999999999,0.789,8.14,63,62,B ,3.0,B- ,2.71
2076,"Coleman, Aaron B.",BIBC 102,WI17,210,0.922,0.961,7.48,194,202,B ,3.23,B- ,2.72
2077,"Soowal, Lara",BIBC 103,WI17,19,0.941,0.882,6.03,18,17,B ,3.24,B- ,2.85
2078,"Bozinovic, Goran",BIBC 103,WI17,62,0.965,0.912,6.79,60,57,B ,3.23,B ,3.22
2079,"Burg, Michael",BIBC 103,WI17,31,0.9,0.9329999999999999,7.1,28,29,B ,3.24,B ,3.23
2080,"Chilukuri, Lakshmi N",BIBC 120,WI17,156,0.948,0.961,6.26,148,150,B+ ,3.38,B- ,2.85
2081,"Huffaker, Alisa",BIBC 194,WI17,17,0.938,1.0,2.75,16,17,A- ,3.93,A ,4.0
2082,"Day, Christopher D",BICD 100,WI17,113,0.9329999999999999,0.79,5.09,105,89,B+ ,3.47,B ,3.24
2083,"Lo, Stanley Malvin Ming-Hi",BICD 100,WI17,239,0.821,0.604,6.49,196,144,B ,3.23,B- ,2.92
2084,"Teodorof, Carmen",BICD 110,WI17,231,0.865,0.7120000000000001,6.03,200,164,B+ ,3.49,B- ,2.98
2085,"Posakony, James W",BICD 130,WI17,11,0.909,0.909,7.59,10,10,B ,3.0,B ,3.06
2086,"Goldrath, Ananda",BICD 140,WI17,63,0.871,0.935,7.77,55,59,B ,3.05,B- ,2.92
2087,"Xu, Yang",BICD 194,WI17,9,0.889,0.889,3.61,8,8,B+ ,3.44,B+ ,3.32
2088,"Stockwell, Sarah R",BIEB 123,WI17,20,1.0,1.0,3.66,20,20,B+ ,3.53,A- ,3.71
2089,"Holway, David A.",BIEB 128,WI17,52,0.98,0.961,4.34,51,50,B+ ,3.31,B- ,2.93
2090,"Chao, Lin",BIEB 150,WI17,89,0.843,0.831,3.93,75,74,B ,3.18,B ,3.0
2091,"Nieh, James Charles",BIEB 166,WI17,122,0.983,0.983,5.62,120,120,B+ ,3.34,C+ ,2.59
2092,"Mel, Stephanie",BILD 1,WI17,205,0.929,0.8690000000000001,5.32,190,178,B ,3.29,C+ ,2.61
2093,"Dutton, Rachel Janelle",BILD 1,WI17,193,0.958,0.828,4.77,185,160,B+ ,3.49,B ,3.05
2094,"Komiyama, Takaki",BILD 12,WI17,76,0.914,0.971,4.41,69,74,B ,3.17,B- ,2.83
2095,"Leutgeb, Jill K.",BILD 2,WI17,108,0.941,0.644,6.24,102,70,B ,3.06,B- ,2.71
2096,"Schroeder, Julian I",BILD 2,WI17,212,0.9570000000000001,0.909,5.31,203,193,B+ ,3.33,B ,3.16
2097,"Kohn, Joshua R",BILD 3,WI17,209,0.835,0.763,5.41,175,159,B ,3.01,C+ ,2.7
2098,"Cooper, Kimberly Lynn",BILD 3,WI17,333,0.9109999999999999,0.9570000000000001,4.98,303,319,B ,3.27,B- ,2.83
2099,"McDonnell, Lisa Marie",BILD 4,WI17,136,0.835,0.887,3.94,114,121,B+ ,3.42,B+ ,3.65
2100,"Mel, Stephanie",BILD 4,WI17,129,0.848,0.976,3.22,109,126,B+ ,3.55,B+ ,3.46
2101,"Reuther, Keefe",BILD 4,WI17,171,0.725,0.9420000000000001,3.55,124,161,B+ ,3.38,B+ ,3.52
2102,"Macagno, Eduardo R.",BILD 60,WI17,22,0.95,0.9,3.13,21,20,A- ,3.89,B+ ,3.53
2103,"Hao, Nan",BIMM 100,WI17,174,0.983,0.988,6.09,171,172,B+ ,3.4,B- ,2.84
2104,"Lauberth, Shannon Marie",BIMM 100,WI17,219,0.9129999999999999,0.7929999999999999,6.58,200,174,B+ ,3.44,B- ,2.85
2105,"Miller, Steven W.",BIMM 101,WI17,49,0.898,1.0,6.54,44,49,B+ ,3.42,B ,3.18
2106,"Reuther, Keefe",BIMM 101,WI17,54,0.9440000000000001,0.9259999999999999,6.31,51,50,B+ ,3.48,B+ ,3.34
2107,"Herndon, Jenny Dyann",BIMM 101,WI17,106,0.972,0.953,7.02,103,101,B+ ,3.68,A- ,3.75
2108,"Day, Christopher D",BIMM 101,WI17,18,1.0,0.867,7.21,18,16,B+ ,3.5,B+ ,3.37
2109,"Grossman, Emily N",BIMM 101,WI17,88,0.9890000000000001,1.0,6.84,87,88,B+ ,3.7,B+ ,3.46
2110,"Tour, Ella",BIMM 110,WI17,196,0.902,0.851,6.65,177,167,B+ ,3.51,B- ,2.92
